ID,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7503,14,Salamander Curve,Gail,Smith,42,Head,Married,Female,"Programmer, multimedia",None,Methodist
7504,14,Salamander Curve,William,Smith,40,Husband,Married,Male,Unemployed,None,None
7505,14,Salamander Curve,Luke,Smith,17,Son,NA,Male,Student,None,NA
7506,14,Salamander Curve,Dean,Smith,14,Son,NA,Male,Student,None,NA
7507,15,Salamander Curve,Joyce,Bailey,74,Head,Married,Female,"Retired Engineer, petroleum",None,Christian
7508,15,Salamander Curve,Trevor,Bailey,76,Husband,Married,Male,Retired Chiropractor,None,None
7509,16,Salamander Curve,Brandon,Evans,56,Head,Single,Male,Mining engineer,None,Christian
7510,17,Salamander Curve,Valerie,Talbot,33,Head,Married,Female,Publishing copy,None,None
7511,17,Salamander Curve,Max,Talbot,36,Husband,Married,Male,Conference centre manager,None,None
7512,18,Salamander Curve,Karen,Watson,58,Head,Single,Female,"Therapist, speech and language",None,Christian
7513,18,Salamander Curve,Alex,Dawson,42,None,Single,Male,"Producer, television/film/video",None,None
7514,19,Salamander Curve,Vanessa,NA,56,Head,Married,Female,Pension scheme manager,None,Christian
7515,19,Salamander Curve,Rhys,Hunter,53,Husband,Married,Male,"Programme researcher, broadcasting/film/video",None,None
7516,19,Salamander Curve,Tina,Hunter,28,Daughter,Single,Female,Occupational psychologist,None,None
7517,19,Salamander Curve,Duncan,Hunter,24,Son,Single,Male,Web designer,None,Christian
7518,20,Salamander Curve,George,Harvey,29,Head,Divorced,Male,Industrial buyer,None,None
7519,21,Salamander Curve,Cameron,Stephenson,53,Head,Married,Male,Multimedia specialist,None,Christian
7520,21,Salamander Curve,Kerry,Stephenson,51,Wife,Married,Female,Seismic interpreter,None,Christian
7521,21,Salamander Curve,Melissa,Stephenson,17,Daughter,NA,Female,Student,None,NA
7522,22,Salamander Curve,June,Phillips,62,Head,Single,Female,"Research officer, government",None,Christian
7523,22,Salamander Curve,Josh,Finch,53,None,Single,Male,Economist,None,Catholic
7524,22,Salamander Curve,Carole,Jones,56,None,Single,Female,"Psychologist, prison and probation services",None,Christian
7525,22,Salamander Curve,Joe,Benson,29,None,Single,Male,"Teacher, adult education",None,None
7526,22,Salamander Curve,Howard,Shaw,56,None,Single,Male,Estate agent,None,Methodist
7527,23,Salamander Curve,Antony,Thornton,63,Head,Divorced,Male,Unemployed,None,Christian
7528,23,Salamander Curve,Garry,Thornton,15,Grandson,NA,NA,Student,None,NA
7529,23,Salamander Curve,Hilary,Wilson,11,Granddaughter,NA,Female,Student,None,NA
7530,23,Salamander Curve,Gerald,Harrison,6,Grandson,NA,Male,Student,None,NA
7531,24,Salamander Curve,Rosemary,Hart,55,Head,Single,Female,Unemployed,None,Methodist
7532,24,Salamander Curve,Danielle,Jones,27,None,Single,Female,Insurance risk surveyor,None,None
7533,25,Salamander Curve,Barbara,Carey,58,Head,Married,Female,Scientific laboratory technician,None,Catholic
7534,25,Salamander Curve,Ricky,Carey,62,Husband,Married,Male,"Teacher, music",None,Catholic
7535,25,Salamander Curve,Denis,Carey,20,Son,Divorced,Male,University Student,None,Catholic
7536,26,Salamander Curve,Leanne,Vaughan,59,Head,Married,Female,IT consultant,None,None
7537,26,Salamander Curve,Justin,Vaughan,61,Husband,Married,Male,Research scientist (life sciences),None,None
7538,26,Salamander Curve,Sylvia,Vaughan,17,Daughter,NA,Female,Student,None,NA
7539,27,Salamander Curve,Emma,Bell,70,Head,Widowed,Female,Retired Physiological scientist,None,Catholic
7540,27,Salamander Curve,Sarah,Bell,17,Granddaughter,NA,Female,Student,None,NA
7541,27,Salamander Curve,Brian,Bell,13,Grandson,NA,Male,Student,NA,NA
7542,28,Salamander Curve,Clive,Stewart,58,Head,Married,Male,Best boy,None,Catholic
7543,28,Salamander Curve,Sophie,Stewart,54,Wife,Married,Female,"Administrator, sports",None,Catholic
7544,29,Salamander Curve,Georgina,Ferguson,62,Head,Single,Female,Warden/ranger,None,Christian
7545,30,Salamander Curve,Joanne,Middleton,43,Head,Single,Female,"Surveyor, insurance",Disabled,None
7546,30,Salamander Curve,Nigel,Moore,42,Partner,Single,Male,Diagnostic radiographer,None,None
7547,30,Salamander Curve,Leigh,Middleton,5,Son,NA,Male,Student,None,NA
7548,30,Salamander Curve,Kenneth,Middleton,4,Son,NA,Male,Child,None,NA
7549,31,Salamander Curve,Melissa,Barnes,45,Head,Divorced,Female,"Solicitor, Scotland",None,Catholic
7550,31,Salamander Curve,Jay,Barnes,4,Son,NA,Male,Child,None,NA
7551,31,Salamander Curve,Edward,Barnes,0,Son,NA,Male,Child,None,NA
7552,31,Salamander Curve,Mary,Faulkner,60,Sibling,Single,Female,"Solicitor, Scotland",None,Catholic
7553,32,Salamander Curve,Irene,Booth,73,Head,Widowed,Female,"Retired Teacher, special educational needs",None,Christian
7554,33,Salamander Curve,Leslie,Blackburn,79,Head,Widowed,Male,Retired Brewing technologist,None,Christian
7555,34,Salamander Curve,Deborah,Dawson,52,Head,Married,Female,"Scientist, physiological",None,Methodist
7556,34,Salamander Curve,Tony,Dawson,52,Husband,Married,Male,Customer service manager,None,Methodist
7557,34,Salamander Curve,Peter,Dawson,11,Son,NA,Male,Student,None,NA
7558,35,Salamander Curve,Molly,Woodward,37,Head,Divorced,Female,"Psychologist, educational",None,Christian
7559,35,Salamander Curve,Bruce,Woodward,8,Son,NA,Male,Student,None,NA
7560,36,Salamander Curve,Douglas,Hill,28,Head,Married,M,Publishing rights manager,None,Catholic
7561,36,Salamander Curve,Francesca,Hill,26,Wife,Married,Female,Field seismologist,None,Catholic
7562,37,Salamander Curve,Jennifer,Hall,24,Head,Married,Female,Garment/textile technologist,None,None
7563,37,Salamander Curve,Gerald,Hall,26,Husband,Married,Male,"Engineer, civil (contracting)",None,None
7564,38,Salamander Curve,Katy,Freeman,47,Head,Married,Female,Armed forces training and education officer,None,Christian
7565,38,Salamander Curve,Jasmine,Freeman,45,Wife,Married,Female,"Surveyor, mining",None,Christian
7566,38,Salamander Curve,Arthur,Freeman,22,Son,Single,Male,University Student,None,Christian
7567,39,Salamander Curve,Emily,King,27,Head,Single,Female,"Designer, graphic",None,None
7568,40,Salamander Curve,Craig,Wilson,33,Head,Single,M,"Administrator, local government",None,Muslim
7569,40,Salamander Curve,Bryan,Palmer,50,None,Divorced,Male,Air traffic controller,None,Christian
7570,40,Salamander Curve,William,Holmes,50,None,Single,Male,Probation officer,None,Christian
7571,40,Salamander Curve,Albert,Turnbull,48,None,Single,Male,Financial manager,None,Catholic
7572,40,Salamander Curve,Alex,Jones,34,None,Single,Male,Media buyer,None,Christian
7573,41,Salamander Curve,Duncan,Cooke,18,Head,Single,Male,University Student,None,Sikh
7574,41,Salamander Curve,Ashleigh,Daniels,22,None,Single,Female,University Student,None,Christian
7575,42,Salamander Curve,Tina,Jones,58,Head,Married,Female,"Pilot, airline",None,Methodist
7576,42,Salamander Curve,Duncan,Jones,61,Husband,Married,Male,"Engineer, maintenance",None,None
7577,42,Salamander Curve,Lisa,Jones,14,Daughter,NA,Female,Student,None,NA
7578,43,Salamander Curve,Leon,Hope,42,Head,Married,Male,"Psychologist, counselling",None,Christian
7579,43,Salamander Curve,Dorothy,Hope,42,Wife,Married,Female,Technical sales engineer,None,Christian
7580,44,Salamander Curve,Reece,Gardner,25,Head,Single,Male,Equities trader,None,None
7581,44,Salamander Curve,Vincent,White,59,None,Single,Male,Intelligence analyst,None,None
7582,45,Salamander Curve,Fiona,Kemp,64,Head,Single,Female,Unemployed,None,Christian
7583,45,Salamander Curve,Janet,Kemp,35,NA,Widowed,Female,Television production assistant,None,None
7584,46,Salamander Curve,Lynne,James,42,Head,Married,Female,Geophysical data processor,None,None
7585,46,Salamander Curve,Luke,James,44,Husband,Married,Male,Bonds trader,None,None
7586,47,Salamander Curve,Tracey,Dunn,79,Head,Widowed,Female,Retired Clinical molecular geneticist,None,None
7587,48,Salamander Curve,Kirsty,Murphy,37,Head,Married,Female,Animal technologist,None,None
7588,48,Salamander Curve,Jay,Murphy,34,Husband,Married,Male,Careers information officer,None,None
7589,48,Salamander Curve,Ben,Murphy,7,Son,NA,Male,Student,None,NA
7590,48,Salamander Curve,Joshua,Carter,4,Son,NA,Male,Child,None,NA
7591,48,Salamander Curve,Lee,Leonard-Carter,1,Son,NA,Male,Child,None,NA
7592,48,Salamander Curve,Dylan,Rogers,57,Lodger,Divorced,Male,Sales executive,None,Christian
7593,49,Salamander Curve,Hayley,Hill,56,Head,Single,Female,Secondary school teacher,None,Christian
7594,50,Salamander Curve,Patrick,Walker,21,Head,Single,Male,University Student,None,None
7595,51,NA,Katie,Begum,38,Head,Married,Female,Naval architect,None,Christian
7596,51,Salamander Curve,Anthony,Begum,37,Husband,Married,Male,Administrator,None,Christian
7597,51,Salamander Curve,Mathew,Begum,11,Son,NA,Male,Student,None,NA
7598,51,Salamander Curve,Barbara,Begum,10,Daughter,NA,Female,Student,None,NA
7599,51,Salamander Curve,Amelia,Begum,6,Daughter,NA,Female,Student,None,NA
7600,52,Salamander Curve,Benjamin,Howarth,62,Head,Married,Male,"Pilot, airline",None,Christian
7601,52,Salamander Curve,Sarah,Howarth,61,Wife,Married,Female,Architect,None,Christian
7602,52,Salamander Curve,Stacey,Howarth,7,Granddaughter,NA,Female,Student,None,NA
7603,53,Salamander Curve,Barbara,Brown,30,Head,Divorced,Female,Event organiser,None,None
7604,53,Salamander Curve,Peter,Singh,46,None,Single,Male,Legal secretary,None,Catholic
7605,53,Salamander Curve,Karl,Harvey,52,None,Single,Male,"Engineer, mining",None,Methodist
7606,54,Salamander Curve,Suzanne,Begum,41,Head,Married,Female,Police officer,None,None
7607,54,Salamander Curve,Kenneth,Begum,43,Husband,Married,Male,Medical sales representative,None,None
7608,54,Salamander Curve,Katy,Begum,13,Daughter,NA,Female,Student,None,NA
7609,54,Salamander Curve,Kevin,Begum,9,Son,NA,Male,Student,None,NA
7610,54,Salamander Curve,Debra,Price-Begum,6,Daughter,NA,Female,Student,None,NA
7611,1,Sullivan Lane,Maureen,McDonald,68,Head,Married,Female,"Retired Production designer, theatre/television/film",None,Catholic
7612,1,Sullivan Lane,Howard,McDonald,72,Husband,Married,Male,Retired Public affairs consultant,None,None
7613,1,Sullivan Lane,Brian,McDonald,27,Son,Divorced,Male,"Engineer, electronics",None,Catholic
7614,1,Sullivan Lane,Hayley,Williams-McDonald,27,Daughter,Divorced,Female,Television floor manager,None,Catholic
7615,1,Sullivan Lane,Clive,Williams-McDonald,25,Son,Divorced,Male,Local government officer,None,None
7616,1,Sullivan Lane,Richard,Williams-McDonald,9,Son,NA,Male,Student,None,NA
7617,2,Sullivan Lane,Tracey,Clark,40,Head,Single,Female,Event organiser,None,Christian
7618,2,Sullivan Lane,Gordon,Smith,44,Partner,Single,Male,Insurance risk surveyor,None,None
7619,2,Sullivan Lane,Sara,Clark,0,Daughter,NA,Female,Child,None,NA
7620,2,Sullivan Lane,Bethany,Thompson,41,Lodger,Single,Female,Structural engineer,None,Catholic
7621,3,Sullivan Lane,Eileen,Gray,48,Head,Single,Female,Private music teacher,None,Christian
7622,3,Sullivan Lane,Garry,Reid,49,Partner,Single,Male,Corporate investment banker,None,None
7623,3,Sullivan Lane,Valerie,Gray,10,Daughter,NA,Female,Student,None,NA
7624,3,Sullivan Lane,Amy,Gray,8,Daughter,NA,Female,Student,None,NA
7625,4,Sullivan Lane,Deborah,Talbot,36,Head,Married,Female,"Designer, blown glass/stained glass",None,None
7626,4,Sullivan Lane,Justin,Talbot,41,Husband,Married,Male,Graphic designer,None,None
7627,4,Sullivan Lane,NA,Talbot,12,Son,NA,Male,Student,None,NA
7628,5,Sullivan Lane,Frances,Ward,31,Head,Married,Female,Ranger/warden,None,Christian
7629,5,Sullivan Lane,Tony,Ward,35,Husband,Married,Male,"Administrator, education",None,Christian
7630,5,Sullivan Lane,Barbara,Yates,49,Lodger,Single,Female,Multimedia specialist,None,Methodist
7631,5,Sullivan Lane,Graeme,Davies,62,Cousin,Single,Male,Farm manager,None,Christian
7632,6,Sullivan Lane,Nicola,Kelly,32,Head,Married,Female,Health and safety inspector,None,Muslim
7633,6,Sullivan Lane,Brian,Kelly,35,Husband,Married,Male,Careers information officer,None,Muslim
7634,6,Sullivan Lane,Anna,Kelly,9,Daughter,NA,Female,Student,None,NA
7635,6,Sullivan Lane,Zoe,Kelly,1,Daughter,NA,Female,Child,None,NA
7636,7,Sullivan Lane,Shane,Woodward,72,Head,Divorced,Male,Unemployed,None,Christian
7637,7,NA,Marian,Woodward,40,Daughter,Single,Female,"Research officer, trade union",None,Christian
7638,7,Sullivan Lane,Christopher,Woodward,36,Son,Single,Male,Advertising account planner,None,None
7639,7,Sullivan Lane,Carolyn,Woodward,32,Daughter,Single,Female,Database administrator,None,Christian
7640,8,Sullivan Lane,Georgina,Chambers,42,Head,Married,Female,Nature conservation officer,None,None
7641,8,Sullivan Lane,Joseph,Chambers,40,Husband,Married,Male,Building services engineer,None,None
7642,8,Sullivan Lane,Jennifer,Gray-Chambers,24,Daughter,Single,Female,Soil scientist,None,None
7643,8,Sullivan Lane,Ben,Gray-Chambers,23,Son,Single,m,"Administrator, charities/voluntary organisations",None,None
7644,9,Sullivan Lane,Olivia,Mills,37,Head,Married,Female,Osteopath,None,Christian
7645,9,Sullivan Lane,Sam,Mills,37,Husband,Married,Male,Mining engineer,None,None
7646,9,Sullivan Lane,Denise,Mills,11,Daughter,NA,Female,Student,None,NA
7647,10,Sullivan Lane,Donna,Donnelly,53,Head,Married,Female,"Designer, industrial/product",None,Methodist
7648,10,Sullivan Lane,Henry,Donnelly,58,Husband,Married,Male,Early years teacher,None,None
7649,10,Sullivan Lane,Annette,Donnelly,15,Daughter,NA,Female,Student,None,NA
7650,11,Sullivan Lane,Stephen,Cole,31,Head,Single,Male,Ship broker,None,None
7651,12,Sullivan Lane,Rhys,Bell,29,Head,Married,Male,Historic buildings inspector/conservation officer,None,Muslim
7652,12,Sullivan Lane,Rachel,Bell,33,Wife,Married,Female,Careers adviser,None,Muslim
7653,13,Sullivan Lane,Damian,Bennett,67,Head,Married,Male,Copy,None,Christian
7654,13,Sullivan Lane,Joanna,Bennett,68,Wife,Married,Female,"Retired Surveyor, quantity",None,None
7655,13,Sullivan Lane,Chloe,Simmons,11,Granddaughter,NA,Female,Student,None,NA
7656,13,Sullivan Lane,Joshua,Hill,9,Grandson,NA,Male,Student,None,NA
7657,14,Sullivan Lane,Sharon,Thompson,43,Head,Married,Female,"Nurse, children's",None,Catholic
7658,14,Sullivan Lane,Leonard,Thompson,46,Husband,Married,Male,Restaurant manager,None,None
7659,14,Sullivan Lane,Phillip,Thompson,16,Son,NA,Male,Student,None,NA
7660,14,Sullivan Lane,Christine,NA,14,Daughter,NA,Female,Student,None,NA
7661,15,Sullivan Lane,Garry,Mason,42,Head,Single,Male,Hospital doctor,None,Christian
7662,15,Sullivan Lane,Amelia,Phillips,40,Partner,Single,Female,Hospital pharmacist,None,None
7663,15,Sullivan Lane,Marie,Mason,24,NA,Single,Female,Telecommunications researcher,None,Christian
7664,15,Sullivan Lane,Francesca,Mason,21,Daughter,Single,Female,University Student,None,Christian
7665,15,Sullivan Lane,Zoe,Mason,13,Daughter,NA,Female,Student,None,NA
7666,16,Sullivan Lane,Marian,Allen,67,Head,Married,Female,Multimedia programmer,None,Catholic
7667,16,Sullivan Lane,Sean,Allen,66,Husband,Married,Male,Games developer,None,Catholic
7668,16,Sullivan Lane,Donna,Allen,30,Daughter,Single,Female,Newspaper journalist,None,Catholic
7669,16,Sullivan Lane,Josh,Allen,28,Son,Divorced,Male,"Pharmacist, hospital",None,Catholic
7670,17,Sullivan Lane,Brandon,Jones,72,Head,Widowed,Male,Retired Sales executive,None,Christian
7671,18,Sullivan Lane,Alan,Long,52,Head,Married,Male,"Surveyor, quantity",None,Christian
7672,18,Sullivan Lane,Maria,Long,52,Wife,Married,Female,"Therapist, drama",None,Christian
7673,18,Sullivan Lane,Terry,Long,21,Son,Single,Male,Radio broadcast assistant,None,None
7674,18,Sullivan Lane,Nicola,Evans,3,Daughter,NA,Female,Child,None,NA
7675,19,Sullivan Lane,Hayley,Hall,41,Head,Divorced,Female,"Programme researcher, broadcasting/film/video",None,Christian
7676,19,Sullivan Lane,Katy,Hall,11,Daughter,NA,Female,Student,None,NA
7677,19,Sullivan Lane,Claire,Hall,11,Daughter,NA,Female,Student,None,NA
7678,19,Sullivan Lane,Phillip,Hall,9,Son,NA,Male,Student,None,NA
7679,20,Sullivan Lane,Lorraine,Bennett,47,Head,Married,Female,Food technologist,None,None
7680,20,Sullivan Lane,Phillip,Bennett,44,Husband,Married,M,"Editor, magazine features",None,None
7681,20,Sullivan Lane,Mohamed,Bennett,15,Son,NA,Male,Student,None,NA
7682,21,Sullivan Lane,Brett,Patel,23,Head,Single,Male,Sport and exercise psychologist,None,None
7683,21,Sullivan Lane,Mathew,Cole,44,None,Single,Male,Unemployed,None,Catholic
7684,21,Sullivan Lane,Timothy,White,27,None,Single,Male,Mining engineer,None,None
7685,21,Sullivan Lane,Barry,Bartlett,36,None,Single,Male,Chartered loss adjuster,None,Christian
7686,21,Sullivan Lane,Katie,Khan,51,None,Single,Female,Transport planner,None,Christian
7687,22,Sullivan Lane,Jade,Richards,49,Head,Married,Female,Contracting civil engineer,None,None
7688,22,Sullivan Lane,Christopher,Richards,47,Husband,Married,Male,Astronomer,None,None
7689,22,Sullivan Lane,Kieran,Richards,19,Son,Single,m,University Student,None,None
7690,22,Sullivan Lane,Gerard,Richards,17,Son,NA,Male,Student,None,NA
7691,23,Sullivan Lane,Shirley,Pearson,57,Head,Divorced,Female,Primary school teacher,None,None
7692,23,Sullivan Lane,Grace,Pearson,24,Daughter,Single,F,"Civil engineer, contracting",None,None
7693,23,Sullivan Lane,Alexandra,Pearson,21,Daughter,Single,Female,University Student,None,None
7694,24,Sullivan Lane,Donna,Gough,55,Head,Single,Female,"Engineer, production",None,None
7695,24,Sullivan Lane,Robin,Payne,57,Partner,Single,Male,Magazine journalist,None,None
7696,24,Sullivan Lane,Ronald,Gough,21,Son,Single,Male,University Student,None,None
7697,24,Sullivan Lane,Brian,Gough,19,Son,Divorced,Male,University Student,None,None
7698,24,Sullivan Lane,Amy,Gough,14,Daughter,NA,Female,Student,None,NA
7699,24,Sullivan Lane,Andrea,Gough,4,Daughter,NA,Female,Child,None,NA
7700,25,Sullivan Lane,Glenn,Benson,85,Head,Divorced,Male,Retired Tourist information centre manager,None,Muslim
7701,26,Sullivan Lane,Angela,Barton,33,Head,Divorced,Female,Broadcast presenter,None,None
7702,26,Sullivan Lane,Beth,Barton,1,Daughter,NA,Female,Child,None,NA
7703,26,Sullivan Lane,Aimee,Bailey,46,Lodger,Single,F,"Geologist, engineering",None,Christian
7704,26,Sullivan Lane,John,Wilson,32,Lodger,Single,Male,Museum/gallery exhibitions officer,None,None
7705,27,Sullivan Lane,Kathryn,Parker,54,Head,Married,Female,"Accountant, chartered management",None,Christian
7706,27,Sullivan Lane,Samuel,Parker,53,Husband,Married,Male,Solicitor,None,Christian
7707,27,Sullivan Lane,Ian,Parker,15,Son,NA,Male,Student,None,NA
7708,28,Sullivan Lane,Tracey,Patel,61,Head,Married,Female,Special educational needs teacher,None,Methodist
